,condition,stimulus,feature,value,midi,frequency,value_ortho_freq
27,viola,stim_73_viola,rolloff,2208.1370114055608,73,554.3652619537442,808.1672689284287
28,viola,stim_74_viola,rolloff,2064.0435525192142,74,587.3295358348153,612.1709617543302
29,viola,stim_75_viola,rolloff,2496.058217101274,75,622.2539674441618,989.1964740833878
30,viola,stim_76_viola,rolloff,2647.151044030867,76,659.2551138257397,1082.0303236108207
31,viola,stim_77_viola,rolloff,2804.8053099356716,77,698.4564628660079,1177.9613530429237
32,viola,stim_78_viola,rolloff,2969.610578878395,78,739.9888454232688,1277.3731308784088
33,viola,stim_79_viola,rolloff,3145.9829889791044,79,783.9908719634984,1384.4635505396868
34,viola,stim_80_viola,rolloff,3341.1068363421127,80,830.6093951598904,1506.185685928363
35,viola,stim_81_viola,rolloff,3522.6397790055244,81,880.0,1609.9522236921798
36,viola,stim_82_viola,rolloff,3734.9774969314,82,932.3275230361796,1739.8993056459328
37,viola,stim_83_viola,rolloff,3960.2858151023297,83,987.7666025122484,1877.9177856836063
38,viola,stim_84_viola,rolloff,3149.7478789819115,84,1046.5022612023945,974.8994875484077
39,viola,stim_85_viola,rolloff,3334.7883977900547,85,1108.7305239074883,1061.9604758489031
40,viola,stim_86_viola,rolloff,3528.2054268079655,86,1174.6590716696303,1151.5718082913108
41,viola,stim_87_viola,rolloff,3715.647034425549,87,1244.5079348883237,1229.0351114028895
42,viola,stim_88_viola,rolloff,3955.950690515997,88,1318.5102276514797,1352.8208126890163
43,viola,stim_89_viola,rolloff,4184.188429291522,89,1396.9129257320158,1457.6120785191388
44,viola,stim_90_viola,rolloff,4431.368375858685,90,1479.9776908465376,1574.0050428718255
45,viola,stim_91_viola,rolloff,4681.170218080988,91,1567.9817439269968,1685.2429042152653
46,viola,stim_92_viola,rolloff,4981.263021410523,92,1661.2187903197807,1838.532283596136
47,viola,stim_93_viola,rolloff,5249.159596606371,93,1760.0,1950.896048992795
48,viola,stim_94_viola,rolloff,5576.471694671804,94,1864.6550460723593,2113.426875113982
49,viola,stim_95_viola,rolloff,5907.471112540488,95,1975.533205024497,2269.846616716154
50,viola,stim_96_viola,rolloff,6250.122546225575,96,2093.004522404789,2427.53732637168
51,viola,stim_97_viola,rolloff,6617.042681549098,97,2217.4610478149766,2598.498400679908
52,viola,stim_98_viola,rolloff,7023.301727866688,98,2349.318143339261,2797.1460538464908
53,viola,stim_99_viola,rolloff,7433.992850658193,99,2489.0158697766474,2987.8805676259853
0,harmoniccomplex,stim_100_harmonic,rolloff,2638.0,100,2637.020455302959,-2041.1481926408478
1,harmoniccomplex,stim_101_harmonic,rolloff,2795.0,101,2793.8258514640315,-2131.041138531654
2,harmoniccomplex,stim_102_harmonic,rolloff,2961.0,102,2959.955381693075,-2226.6151029606062
3,harmoniccomplex,stim_103_harmonic,rolloff,3137.0,103,3135.9634878539937,-2327.743064718333
4,harmoniccomplex,stim_104_harmonic,rolloff,3323.0,104,3322.4375806395615,-2435.349912615661
5,harmoniccomplex,stim_105_harmonic,rolloff,3521.0,105,3520.0,-2548.4155322140405
6,harmoniccomplex,stim_106_harmonic,rolloff,3730.0,106,3729.3100921447217,-2668.978076102536
7,harmoniccomplex,stim_107_harmonic,rolloff,3952.0,107,3951.066410048992,-2796.137428635553
8,harmoniccomplex,stim_108_harmonic,rolloff,4187.0,108,4186.009044809578,-2931.0588766946776
9,harmoniccomplex,stim_55_harmonic,rolloff,197.0,55,195.99771799087463,-638.713531869689
10,harmoniccomplex,stim_56_harmonic,rolloff,209.0,56,207.65234878997256,-645.0639598632717
11,harmoniccomplex,stim_57_harmonic,rolloff,221.0,57,220.0,-652.5055610881706
12,harmoniccomplex,stim_58_harmonic,rolloff,234.0,58,233.0818807590449,-660.1032200812012
13,harmoniccomplex,stim_59_harmonic,rolloff,248.0,59,246.94165062806212,-667.9256796145153
14,harmoniccomplex,stim_60_harmonic,rolloff,263.0,60,261.6255653005986,-676.0457701182104
15,harmoniccomplex,stim_61_harmonic,rolloff,278.0,61,277.1826309768721,-685.5406527451223
16,harmoniccomplex,stim_62_harmonic,rolloff,295.0,62,293.66476791740763,-694.4920768889983
17,harmoniccomplex,stim_63_harmonic,rolloff,312.0,63,311.1269837220809,-704.9866530154993
18,harmoniccomplex,stim_64_harmonic,rolloff,331.0,64,329.62755691286986,-715.1161417165795
19,harmoniccomplex,stim_65_harmonic,rolloff,350.0,65,349.22823143300394,-726.9777599529302
20,harmoniccomplex,stim_66_harmonic,rolloff,371.0,66,369.9944227116344,-738.6745055065494
21,harmoniccomplex,stim_67_harmonic,rolloff,393.0,67,391.9954359817492,-751.3155007262651
22,harmoniccomplex,stim_68_harmonic,rolloff,416.0,68,415.3046975799452,-765.0163567134312
23,harmoniccomplex,stim_69_harmonic,rolloff,441.0,69,440.0,-778.8995591632286
24,harmoniccomplex,stim_70_harmonic,rolloff,467.0,70,466.1637615180898,-794.0948771492899
25,harmoniccomplex,stim_71_harmonic,rolloff,495.0,71,493.88330125612424,-809.739796215918
26,harmoniccomplex,stim_72_harmonic,rolloff,524.0,72,523.2511306011972,-826.9799772233082
27,harmoniccomplex,stim_73_harmonic,rolloff,555.0,73,554.3652619537442,-844.9697424771321
28,harmoniccomplex,stim_74_harmonic,rolloff,588.0,74,587.3295358348153,-863.8725907648841
29,harmoniccomplex,stim_75_harmonic,rolloff,623.0,75,622.2539674441618,-883.861743017886
30,harmoniccomplex,stim_76_harmonic,rolloff,660.0,76,659.2551138257397,-905.1207204200464
31,harmoniccomplex,stim_77_harmonic,rolloff,699.0,77,698.4564628660079,-927.8439568927479
32,harmoniccomplex,stim_78_harmonic,rolloff,741.0,78,739.9888454232688,-951.237447999986
33,harmoniccomplex,stim_79_harmonic,rolloff,785.0,79,783.9908719634984,-976.5194384394176
34,harmoniccomplex,stim_80_harmonic,rolloff,832.0,80,830.6093951598904,-1002.9211504137497
35,harmoniccomplex,stim_81_harmonic,rolloff,881.0,81,880.0,-1031.6875553133445
36,harmoniccomplex,stim_82_harmonic,rolloff,933.0,82,932.3275230361796,-1062.078191285467
37,harmoniccomplex,stim_83_harmonic,rolloff,989.0,83,987.7666025122484,-1093.3680294187234
38,harmoniccomplex,stim_84_harmonic,rolloff,1047.0,84,1046.5022612023945,-1127.8483914335038
39,harmoniccomplex,stim_85_harmonic,rolloff,1110.0,85,1108.7305239074883,-1162.8279219411515
40,harmoniccomplex,stim_86_harmonic,rolloff,1176.0,86,1174.6590716696303,-1200.6336185166547
41,harmoniccomplex,stim_87_harmonic,rolloff,1245.0,87,1244.5079348883237,-1241.6119230226595
42,harmoniccomplex,stim_88_harmonic,rolloff,1319.0,88,1318.5102276514797,-1284.1298778269806
43,harmoniccomplex,stim_89_harmonic,rolloff,1398.0,89,1396.9129257320158,-1328.5763507723832
44,harmoniccomplex,stim_90_harmonic,rolloff,1481.0,90,1479.9776908465376,-1376.3633329868594
45,harmoniccomplex,stim_91_harmonic,rolloff,1569.0,91,1567.9817439269968,-1426.9273138657227
46,harmoniccomplex,stim_92_harmonic,rolloff,1662.0,92,1661.2187903197807,-1480.7307378143869
47,harmoniccomplex,stim_93_harmonic,rolloff,1761.0,93,1760.0,-1537.2635476135765
48,harmoniccomplex,stim_94_harmonic,rolloff,1866.0,94,1864.6550460723593,-1597.0448195578215
49,harmoniccomplex,stim_95_harmonic,rolloff,1977.0,95,1975.533205024497,-1660.6244958243342
50,harmoniccomplex,stim_96_harmonic,rolloff,2094.0,96,2093.004522404789,-1728.585219853895
51,harmoniccomplex,stim_97_harmonic,rolloff,2218.0,97,2217.4610478149766,-1800.54428086919
52,harmoniccomplex,stim_98_harmonic,rolloff,2350.0,98,2349.318143339261,-1876.1556740201977
53,harmoniccomplex,stim_99_harmonic,rolloff,2490.0,99,2489.0158697766474,-1956.1122830322074
0,viola_complex,stim_100_viola_complex,rolloff,5255.0,100,2637.020455302959,575.8518073591522
1,viola_complex,stim_101_viola_complex,rolloff,5550.0,101,2793.8258514640315,623.9588614683462
2,viola_complex,stim_102_viola_complex,rolloff,5881.0,102,2959.955381693075,693.3848970393938
3,viola_complex,stim_103_viola_complex,rolloff,6234.0,103,3135.9634878539937,769.2569352816672
4,viola_complex,stim_104_viola_complex,rolloff,9913.0,104,3322.4375806395615,4154.650087384339
5,viola_complex,stim_105_viola_complex,rolloff,6994.0,105,3520.0,924.5844677859595
6,viola_complex,stim_106_viola_complex,rolloff,7413.0,106,3729.3100921447217,1014.0219238974641
7,viola_complex,stim_107_viola_complex,rolloff,7850.0,107,3951.066410048992,1101.862571364447
8,viola_complex,stim_108_viola_complex,rolloff,8317.0,108,4186.009044809578,1198.9411233053224
9,viola_complex,stim_55_viola_complex,rolloff,197.0,55,195.99771799087463,-638.713531869689
10,viola_complex,stim_56_viola_complex,rolloff,833.0,56,207.65234878997256,-21.063959863271748
11,viola_complex,stim_57_viola_complex,rolloff,883.0,57,220.0,9.494438911829434
12,viola_complex,stim_58_viola_complex,rolloff,702.0,58,233.0818807590449,-192.10322008120124
13,viola_complex,stim_59_viola_complex,rolloff,990.0,59,246.94165062806212,74.07432038548473
14,viola_complex,stim_60_viola_complex,rolloff,525.0,60,261.6255653005986,-414.0457701182104
15,viola_complex,stim_61_viola_complex,rolloff,552.0,61,277.1826309768721,-411.5406527451223
16,viola_complex,stim_62_viola_complex,rolloff,296.0,62,293.66476791740763,-693.4920768889983
17,viola_complex,stim_63_viola_complex,rolloff,928.0,63,311.1269837220809,-88.98665301549931
18,viola_complex,stim_64_viola_complex,rolloff,659.0,64,329.62755691286986,-387.1161417165795
19,viola_complex,stim_65_viola_complex,rolloff,699.0,65,349.22823143300394,-377.9777599529302
20,viola_complex,stim_66_viola_complex,rolloff,1849.0,66,369.9944227116344,739.3254944934506
21,viola_complex,stim_67_viola_complex,rolloff,1958.0,67,391.9954359817492,813.6844992737349
22,viola_complex,stim_68_viola_complex,rolloff,1663.0,68,415.3046975799452,481.98364328656885
23,viola_complex,stim_69_viola_complex,rolloff,2192.0,69,440.0,972.1004408367714
24,viola_complex,stim_70_viola_complex,rolloff,2323.0,70,466.1637615180898,1061.90512285071
25,viola_complex,stim_71_viola_complex,rolloff,2461.0,71,493.88330125612424,1156.260203784082
26,viola_complex,stim_72_viola_complex,rolloff,2086.0,72,523.2511306011972,735.0200227766918
27,viola_complex,stim_73_viola_complex,rolloff,1108.0,73,554.3652619537442,-291.96974247713206
28,viola_complex,stim_74_viola_complex,rolloff,2342.0,74,587.3295358348153,890.1274092351159
29,viola_complex,stim_75_viola_complex,rolloff,1860.0,75,622.2539674441618,353.13825698211394
30,viola_complex,stim_76_viola_complex,rolloff,2646.0,76,659.2551138257397,1080.8792795799536
31,viola_complex,stim_77_viola_complex,rolloff,2802.0,77,698.4564628660079,1175.1560431072521
32,viola_complex,stim_78_viola_complex,rolloff,2209.0,78,739.9888454232688,516.762552000014
33,viola_complex,stim_79_viola_complex,rolloff,2340.0,79,783.9908719634984,578.4805615605824
34,viola_complex,stim_80_viola_complex,rolloff,3333.0,80,830.6093951598904,1498.0788495862503
35,viola_complex,stim_81_viola_complex,rolloff,2642.0,81,880.0,729.3124446866555
36,viola_complex,stim_82_viola_complex,rolloff,3735.0,82,932.3275230361796,1739.921808714533
37,viola_complex,stim_83_viola_complex,rolloff,3958.0,83,987.7666025122484,1875.6319705812766
38,viola_complex,stim_84_viola_complex,rolloff,3151.0,84,1046.5022612023945,976.1516085664962
39,viola_complex,stim_85_viola_complex,rolloff,3339.0,85,1108.7305239074883,1066.1720780588485
40,viola_complex,stim_86_viola_complex,rolloff,3492.0,86,1174.6590716696303,1115.3663814833453
41,viola_complex,stim_87_viola_complex,rolloff,2480.0,87,1244.5079348883237,-6.611923022659539
42,viola_complex,stim_88_viola_complex,rolloff,2628.0,88,1318.5102276514797,24.870122173019354
43,viola_complex,stim_89_viola_complex,rolloff,2777.0,89,1396.9129257320158,50.42364922761681
44,viola_complex,stim_90_viola_complex,rolloff,4415.0,90,1479.9776908465376,1557.6366670131406
45,viola_complex,stim_91_viola_complex,rolloff,3125.0,91,1567.9817439269968,129.07268613427732
46,viola_complex,stim_92_viola_complex,rolloff,3310.0,92,1661.2187903197807,167.26926218561312
47,viola_complex,stim_93_viola_complex,rolloff,3496.0,93,1760.0,197.73645238642348
48,viola_complex,stim_94_viola_complex,rolloff,3716.0,94,1864.6550460723593,252.95518044217852
49,viola_complex,stim_95_viola_complex,rolloff,3937.0,95,1975.533205024497,299.3755041756658
50,viola_complex,stim_96_viola_complex,rolloff,4171.0,96,2093.004522404789,348.41478014610493
51,viola_complex,stim_97_viola_complex,rolloff,4405.0,97,2217.4610478149766,386.45571913080994
52,viola_complex,stim_98_viola_complex,rolloff,4681.0,98,2349.318143339261,454.8443259798023
53,viola_complex,stim_99_viola_complex,rolloff,4960.0,99,2489.0158697766474,513.8877169677926
