timestamp,subject,task,idx,stim,frequency,direction,azimuth,elevation
2024-09-20 13:58:01.069710,	Sub00,	absolute,	129,	"(349.22823143300394, 24)",	349.22823143300394,	24,	1,	2
2024-09-20 13:58:01.069806,	Sub00,	absolute,	130,	"(415.3046975799452, 25)",	415.3046975799452,	25,	1,	2
2024-09-20 13:58:01.069900,	Sub00,	absolute,	131,	"(493.88330125612424, 24)",	493.88330125612424,	24,	1,	2
2024-09-20 13:58:01.069996,	Sub00,	absolute,	132,	"(184.9972113558172, 21)",	184.9972113558172,	21,	1,	2
2024-09-20 13:58:01.070091,	Sub00,	absolute,	133,	"(349.22823143300394, 24)",	349.22823143300394,	24,	1,	2
2024-09-20 13:58:01.070186,	Sub00,	absolute,	134,	"(622.2539674441618, 23)",	622.2539674441618,	23,	1,	2
2024-09-20 13:58:01.070281,	Sub00,	absolute,	135,	"(493.88330125612424, 22)",	493.88330125612424,	22,	1,	2
2024-09-20 13:58:01.070375,	Sub00,	absolute,	136,	"(466.1637615180898, 21)",	466.1637615180898,	21,	1,	2
2024-09-20 13:58:01.070470,	Sub00,	absolute,	137,	"(349.22823143300394, 23)",	349.22823143300394,	23,	1,	2
2024-09-20 13:58:01.070565,	Sub00,	absolute,	138,	"(523.2511306011972, 22)",	523.2511306011972,	22,	1,	2
2024-09-20 13:58:01.070663,	Sub00,	absolute,	139,	"(415.3046975799452, 21)",	415.3046975799452,	21,	1,	2
2024-09-20 13:58:01.070759,	Sub00,	absolute,	140,	"(261.6255653005986, 21)",	261.6255653005986,	21,	1,	2
2024-09-20 13:58:01.070854,	Sub00,	absolute,	141,	"(622.2539674441618, 24)",	622.2539674441618,	24,	1,	2
2024-09-20 13:58:01.070949,	Sub00,	absolute,	142,	"(349.22823143300394, 23)",	349.22823143300394,	23,	1,	2
2024-09-20 13:58:01.071043,	Sub00,	absolute,	143,	"(261.6255653005986, 22)",	261.6255653005986,	22,	1,	2
2024-09-20 13:58:01.071139,	Sub00,	absolute,	144,	"(523.2511306011972, 25)",	523.2511306011972,	25,	1,	2
2024-09-20 13:58:01.071234,	Sub00,	absolute,	145,	"(207.65234878997256, 24)",	207.65234878997256,	24,	1,	2
2024-09-20 13:58:01.071328,	Sub00,	absolute,	146,	"(277.1826309768721, 23)",	277.1826309768721,	23,	1,	2
